3009000	2257,26722,21067,2033,22393
6205000	27637,7552,24178,1461,10072
1727500	18692,29225,4452,3228
4907500	16184,6290,4694,8622,21110
4680000	13975,18834,12754,25372
4454500	14631,11543,22489,7868,14952
2251750	24565,13238,7868,4571,24385
382250	13975,25372,2257,23878,22393
9351750	993,21672,647,14580,11080
10773000	3228,16110,26722,8027,2257
4804500	11679,11196,24565,14261,14917
9044750	11679,11196,24565,14261,14917
10696000	4389,14887,1831,3458,21110
5199750	27791,2367,1831,7105,679
3952000	14020,16550,7465,11679,12220
2756000	7820,22879,28641,23770,679
140500	23669,24196,14917,4268,26523
11496750	14261,5625,4571,7868,9829
8617500	23475,4571,11176,11280,27625
7600250	18575,9549,29099,4949,11176
6433000	11679,11196,24565,14261,14917
2704750	17458,24565,14261,14917,21838
232000	24541,10193,7868,527
415500	24565,14261,14917,7868,4571
528250	12977,19252,13180,10617,7762
10069500	14952,679,28992,29265,7868
1189000	29099,14261,679,4949,11176
4378500	2826,24565,14261,14917,13238
7211250	11679,11196,24565,14261,14917
5754500	7868,12285,15534,21490,24385
7810250	16818,29203,27741,2826,8637
7513250	2993,14182,10908,9301,24886
3520000	16527,20425,4949,13086,28065
4852000	679,18361,28992,29265,7868
9839750	18730,8622,19636,11328,21110
3549000	24986,11000,24929,24628,14261
3396250	14261,21490,21838,12285,15534
8353250	3740,12285,11931,3627
8123500	11679,11196,24565,14261,14917
8910750	16836,1501,12688,11665,27514
299750	7868,14515,11080,18946
1969000	18730,16550,7465,11679,12220
5011500	9486,24242,14930,11196,23779
4035250	21490,12285,15534,13793,8094
12275500	21110,5429,21186,6290,4694
7450000	21092,19973,7868,14261
3795000	12394,5833,24601,29099,12352
8528750	7868,26523,7019,25372,27939
5354000	5598,17058,6690,20180,21110
2874500	679,18361,28992,29265,7868
1531250	18024,18227,11670,2963,26523
10018000	7019,25372,27939,7868,5334
2103250	14261,1831,12352,14294,12394
5735000	24977,27939,6546,7868,5334
5279750	7868,25687,18692,10151,3228
1812000	24601,15924,12132,12688,11196
5828250	599,23273,2971,6988
6233750	11679,11196,24565,14261,14917
11761750	17458,24565,14261,14917,15315
4186500	29099,13135,3720,25372,7105
2797750	14917,21865,23676,20595,5098
9420500	11679,11196,24565,14261,14917
9794000	11679,11196,24565,14261,14917
6266000	11679,11196,24565,14261,14917
5059000	11679,11196,24565,14261,14917
4097500	11679,11196,24565,14261,14917
2626250	24565,14261,13238,7868,4571
9685000	11679,11196,24565,14261,14917
11225500	1831,12220,13020,16463,21110
4370750	26699,24601,29099,3228,24869
8523250	18697,24565,14261,14917,11080
847750	5267,16112,21838,25770,7611
9244000	527,8689,21865,22727,7868
8102000	16463,8622,1438,17058,21110
1792000	9985,16540,28924,29497,13390
8633500	11679,11196,24565,14261,14917
6412750	22636,13737,679,637,14580
9463750	4078,13020,9548,16406,15138
9076750	3740,2826,13020,21110,4731
11352000	24565,14261,4571,7868,11080
1782250	8622,18002,17058,7127,21110
11782250	11679,11196,24565,14261,14917
9979000	14952,7611,12352,18361,7868
1074500	12220,7868,18024,24792,4571
5320000	24196,18730,3228,19636,11328
64000	12220,599,12352,12394,11080
11874000	14020,18730,16550,7465,12220
7218000	4939,20950,15584,8690,11201
11022500	9817,21110,10718,22319,15019
2350750	24977,6546,16906,24385,2963
11579750	24601,15924,16406,7105,11196
10790500	11679,11196,24565,14261,14917
3272000	11679,11196,24565,14261,14917
5248750	10584,29497,14025,13390,28924
5608250	29203,25372,28707,17058,21110
4399750	14261,6147,5429,21186,679
2616250	11196,24565,14261,14917,15315
2768250	11679,11196,24565,14261,14917
8701250	26894,24792,4691,19974,4571
7921500	23669,4268,24196,12606,26523
3344750	2655,8311,7868,12220,29099
11601500	5093,2655,25272,12220,11080
1699500	11679,11196,24565,14261,14917
5948500	21110,4694,2217,19339,6290
11321750	18353,4949,18946,3564,29547
5780000	554,19973,8313,14261,21092
861250	2826,24565,14261,14917,13238
11701500	4366,19102,12285,29203,16668
6897000	24565,14261,4571,7868,11080
3981750	11578,28859,26670,27791,1831
9344000	14261,14917,21110,6290,4694
854250	7868,18024,24792,970,4571
3326250	2826,24565,14261,14917,13238
8702500	23143,7105,17835,3228,11196
9488750	11679,11196,24565,14261,14917
6140500	11679,11196,24565,14261,14917
8017000	26429,3723,4078,3720,23284
5068750	11679,11196,24565,14261,14917
4994000	24565,14261,14917,16079,5464
10566000	5087,14780,21672,21838,7868
7797000	24242,1440,3847,11196
9035750	11679,11196,24565,14261,14917
3282250	24447,7995,1838,9946,29099
981000	29099,11080,7868,4949,11176
3249250	25372,7019,27939,7868,5334
3954500	22489,7868,20950,15584,14952
10064500	12352,16463,21110,10680,12220
2168250	12977,7868,21672,5336
2737250	24565,14261,15315,7868,4571
6458250	10024,17642,21217,22280,4571
6998500	23829,18868,8689,7868,3627
11535250	28230,16470,11396,27791,2257
6172000	20621,6029,25488,3534,24704
1525000	26619,14150,9881,24601,11196
4844000	15741,25272,12220,5150,7868
1492500	11679,21067,23829,7868,3627
3035250	18946,29547,9549,11080
11362000	4510,26523,18185,8693,2963
7545250	7995,1838,9946,29099,11679
10972250	11679,11196,24565,14261,14917
10628500	14020,28641,1831,4078,14294
11391250	11679,11196,24565,14261,14917
2088000	23284,3720,4078,15019,2655
7687500	12489,11080,23662,24196,12394
5024500	1293,2683,12220,21110,3228
4073250	7995,1838,9946,5334,29099
2200750	3740,16463,25372,12220,2655
7854500	14623,2683,5443,7868,29099
4087750	14242,2257,21659,1831,27791
317500	9620,24053,15315,4281,4571
1446250	7019,7868,4694,25372,27939
4063000	14930,4691,19974,5613,18689
9782000	2826,24565,14261,14917,13238
5491500	27791,26619,29202,16463,21110
6014750	28653,4307,8622,12431,21110
11772000	11679,11196,24565,14261,14917
4850000	12165,17032,20679,11605,614
4153000	18946,17945,11080,25272
11339250	11679,11196,24565,14261,14917
11631250	25917,24565,14261,14917,12606
620500	15269,15033,4571,934,26728
7306250	17058,679,21110,7868,2655
11137750	20146,15269,15033,934,26728
4037500	2826,24565,14261,14917,13238
5915250	12068,476,679,7105,2367
5082500	29099,27092,12394,11563,7105
6768000	28660,27060,16818,5799
7149500	11679,11196,24565,14261,14917
2808500	12352,11080,13112,11670,12394
5110750	11679,11196,24565,14261,14917
10000250	11679,11196,24565,14261,14917
200250	11687,26127,24601,29099,12352
2852250	21092,2251,19973,29099,14261
650750	11679,11196,24565,14261,14917
10976250	18834,12754,25830,23549,12285
7375000	24196,15197,16956,8236,20184
6380000	26523,12453,10999,14120,24196
12173500	8689,7868,12352,16110,3627
5027500	2826,24565,14261,14917,13238
11131750	5334,10726,20449,6767,19430
12028500	11679,11196,24565,14261,14917
11847750	11679,11196,24565,14261,14917
805750	24565,14261,14917,7868,4571
6334000	11679,11196,24565,14261,14917
5254500	9486,7868,21838,5336
1838000	11679,11196,24565,14261,14917
405000	2826,24565,14261,14917,13238
9807250	5087,14780,9486,5150,7868
7143250	28967,9111,5185,10702,637
1140750	18741,3937,7868,23861,12541
7103000	325,679,11080,15423,14580
3903500	11679,11196,24565,14261,14917
3963750	23662,7868,11176,251,4949
6683250	25565,7820,22879,28641,23770
5693000	20184,25372,16463,12220,2655
11114000	3228,20127,17431,16463,25372
6358500	11679,11196,24565,14261,14917
11730000	23656,29528,1752,25770,13390
3552000	11679,11196,24565,14261,14917
1909250	4731,21110,7680,3384,504
5910250	4300,24565,14261,13238,11080
10592000	16028,14020,22583,11679,12220
3054250	12285,1739,25830,23549
12061000	16184,6290,4694,8622,21110
10264750	11679,11196,24565,14261,14917
1381000	8311,19973,1831,29099,14261
6400000	17458,24565,14261,14917,15315
3719250	21838,26426,2217,19339,6290
5082750	17331,27791,29547,13883,2059
3031750	7105,15138,15672,16406,12977
10653250	22749,29099,2826,16540,29203
7435500	11679,11196,24565,14261,14917
6603750	14261,14917,21110,6290,4694
5407750	21869,6617,6352,11080,934
7361250	647,18281,21110,11328,28410
38250	18834,19636,12754,11328,16527
2771250	2367,23273,8311,476,29099
11307500	11679,11196,24565,14261,14917
3787750	16527,2410,9111,25329,2610
1247000	24565,14261,14917,7868,4571
3684750	14625,19217,20846,19993,1831
3317500	17959,21217,3650,22280,27514
9972250	13911,6290,17812,21681,7963
2870250	2610,17512,17606,7868,14020
8997500	11679,11196,24565,14261,14917
7323750	11196,24565,13238,16079,5464
3573750	7868,25372,7019,27939,12220
7898750	4913,7611,679,325,7868
799000	8689,18730,19636,11328,27483
5968250	24447,7995,1838,9946,29099
6015000	11679,11196,24565,14261,14917
5898500	11679,11196,24565,14261,14917
1793250	23878,18075,2257,22393
2921750	21110,25272,11080,22946,143
434750	18251,22280,19767,19973,4571
5847500	4571,21490,12285,15534,21838
861750	12541,4534,13238,6246,26426
5522250	8786,24669,251,21672,8689
12234750	18805,14153,29465,21110,11080
4770500	9657,12285,20386,599,20297
5654000	6290,4694,8622,4571,21110
3592750	18690,18353,4949,18946,29547
8792750	24565,14261,13238,7868,4571
4895250	11080,18024,24792,24385,4571
11590500	679,18361,28992,29265,7868
3405000	15748,2655,4389,1831,3458
2378500	10967,4571,16988,21110,7230
10047250	11679,11196,24565,14261,14917
4712250	20902,11524,28653,4307,12431
6150750	26523,11259,16979,16906,2963
3581250	16184,6290,4694,8622,21110
10312750	7868,12352,8689,13891,3627
10112000	11679,11196,24565,14261,14917
5440500	11080,14515,18946
203750	11679,11196,24565,14261,14917
4967250	24603,29265,679,14533,7868
11046750	11679,11196,24565,14261,14917
5061750	11679,11196,24565,14261,14917
4047000	4571,21865,23676,5098,20595
11434750	28631,9985,28924,29497,13390
5906250	15672,2655,21548,25372,27791
10212500	11679,11196,24565,14261,14917
10845500	15311,13390,21593,7600
3216500	11080,21838,5799,18575,27198
1855750	11679,11196,24565,14261,14917
1206500	11679,11196,24565,14261,14917
1966250	1831,9838,11080,26722,2257
5846250	11679,11196,24565,14261,14917
1104500	10106,12220,14294,21092,21110
1934750	15534,18946,16527,7611,21838
5187750	21067,25272,9912,14942,11080
2891500	11052,3228,16110,26722,2257
4876750	17945,11080,5093,25272
1047000	11679,11196,24565,14261,14917
2920750	2463,23272,17446,22359,27711
5226500	3627,4571,7868,18361,12220
3751500	25917,24565,14261,14917,12606
621500	16463,4571,7868,7323,29099
6900500	11679,11196,24565,14261,14917
9436000	26027,2410,21110,12435,6571
7568250	24565,14261,14917,7868,4571
5078750	12610,8622,14580,17058,21110
9586500	14533,28641,15741,25272,7868
10768750	17747,27407,13036,1831,19993
1148000	11679,11196,24565,14261,14917
6780500	18834,12754,4571,10893
9592500	4691,27939,19974,7868,5334
9946250	13757,26619,22823,12329,21865
6234000	29203,4571,16155,3555,16463
835000	11543,22489,14952,7611,7868
10933250	11679,11196,24565,14261,14917
11896000	12220,7868,18024,24792,4571
154750	11679,11196,24565,14261,14917
3723750	14625,23284,3720,4078,1831
10609250	16906,22482,12606,2963,5598
4193750	14580,27155,21400,17959,3650
3211250	17959,28653,3650,4307,12431
5438000	11679,11196,24565,14261,14917
1074750	993,7096,19421,14580,11080
563500	24603,29265,679,14533,7868
9055750	11679,11196,24565,14261,14917
9716500	24196,4268,4571,7868,26523
3661500	11679,11196,24565,14261,14917
3014750	9111,679,10702,5185,7868
10944750	13975,25687,20127,10151,25372
2322750	2826,24565,14261,14917,13238
1911500	11679,3627,2257,14261,16110
8100250	24565,14261,4571,7868,5334
10546500	11679,11196,24565,14261,14917
8172250	4571,7868,21110,6290,4694
9069000	21110,2033,15192,20207,22393
1165500	11679,11196,24565,14261,14917
4317250	16463,8622,17058,12220,21110
11340250	1962,21110,12394,25029,14294
9671750	15741,8637,25272,2826,7868
11397250	11679,11196,24565,14261,14917
3644250	8637,27791,14533,7868
11564250	11029,27448,19294,17582,6104
12377250	25346,2610,29203,15138,14020
1046250	23878,22393,2257,28463,27791
5220750	22179,28631,24015,15534,8689
7034000	25372,27791,2826,16540,29203
5037000	5087,14780,9486,21672,7868
5745000	29099,6246,22393,26722,11080
2386250	25402,23656,17958,25676,26754
5911250	11679,11196,24565,14261,14917
6497000	25565,7820,22879,28641,23770
6683750	6880,15446,1712,24977,5267
4852500	28117,911,241,11080,2695
2138750	12453,10999,14120,24196,24385
2448250	26426,6290,4694,5098,20595
9121750	15741,25272,12220,5150,7868
5865750	5267,14194,24541,2695,911
9811750	10157,4571,7868,10014,15874
1499750	24565,14261,14917,16079,5464
12027000	11679,11196,24565,14261,14917
7860250	11679,11196,24565,14261,14917
10297000	599,17275,23273,6988
8230750	24196,4268,4571,7868,26523
417250	11679,11196,24565,14261,14917
1110750	4694,16463,8622,17058,21110
3625250	16463,8622,1438,17058,21110
4809750	15934,1831,679,1481
8314250	14261,11080,15534,12285,21490
9179500	17945,4931,17835,12688,11196
4184250	12352,22393,14294,12220,14020
1240250	24669,24015,11203,15534,8689
5264500	11080,24196,10680,12394,12220
10513000	11679,11196,24565,14261,14917
11616250	11679,11196,24565,14261,14917
8799750	28641,14533,6672,2683,7868
8049000	14917,14294,10157,10014,15874
1181250	4078,3720,10872,23284,5458
6700250	18353,18946,16527,29547,4949
8170750	2826,24565,14261,14917,13238
8666500	11679,11196,24565,14261,14917
12384250	11679,11196,24565,14261,14917
725000	16463,20846,27791,1831,2257
3846250	29146,7868,11679,15584,12162
3895750	25917,24565,14261,14917,12606
9628250	15065,13672,1831,14625,23779
11716000	11679,11196,24565,14261,14917
266500	11679,11196,24565,14261,14917
10756500	11679,11196,24565,14261,14917
6977000	24565,14261,14917,7868,4571
1985250	8622,16550,7847,9645,21110
309750	11679,11196,24565,14261,14917
2882750	7812,3228,4452
8129250	28641,15741,25272,2683,7868
7892000	8193,2963,10056,9111,5267
2198750	24196,12220,16550,21110,12394
2253250	14575,22482,1010,11080,18730
11737250	11679,11196,24565,14261,14917
4658500	1831,24196,16463,12220,21110
7322250	528,18741,16300,12541,23861
11129250	9522,20411,7096,19421,11080
9215000	1962,12394,26973,25329,14294
10539250	21565,22204,16527,28369,14020
9438000	12220,7868,24977,15019,5470
5726500	27407,27625,29203,2610,14020
7060500	17260,19458,8878,11080,504
139000	11679,11196,24565,14261,14917
4447000	24565,14261,4571,7868,5334
1025250	5469,13247,21110,5625,12606
9512750	14261,13238,4571,7868,11080
10774750	24704,26988,25372,22749,27791
12229000	24565,14261,14917,7868,4571
8822250	16184,6290,4694,8622,21110
9212500	11679,11196,24565,14261,14917
5239500	2826,29203,17058,4731,21110
1459750	8622,16550,9645,12220,21110
9199500	6147,7868,4571,5429,21186
7002750	11679,11196,24565,14261,14917
472000	13238,11259,16979,16906,2963
4257000	6908,21865,12329,12352,4571
6751750	599,23273,2971,6988
6849750	27791,3937,25372,16463,2655
83250	11158,22280,28885,4571
7830250	7019,27939,13975,25372
9394500	24565,14261,14917,7868,4571
1688750	18730,16550,7465,11679,12220
5769750	21110,9397,4694,29231,12220
2676250	11679,11196,24565,14261,14917
10818500	14261,10521,7868,29099
3742000	2960,7061,23656,4571
8243500	24601,15924,16406,7105,11196
3096750	11679,11196,24565,14261,15315
8040000	11196,9548,16406,15138,2655
1114000	23669,24196,14917,4268,26523
7494250	11679,11196,24565,14261,14917
19500	6431,21672,19514,29099,11080
2752000	21336,7827,13592,14458,11679
8248750	24565,14261,14917,5625,9829
7893250	11679,11196,24565,14261,14917
4392000	23669,4268,24196,26523,21838
5539250	11679,11196,24565,14261,14917
3215500	11679,11196,24565,14261,14917
10119250	7868,2683,12220,5150
9437500	16754,13080,18361,489,20701
2232500	7868,19973,29099,11080,14261
11939000	24180,17450,14261,21315,7105
1953250	11080,3658,24196,12394
10229250	17087,2160,24669,11203,8689
11141500	11679,11196,24565,14261,14917
711500	9838,16110,7868,2257,26722
6301250	25272,14694,29547,5836,7868
764000	14261,14917,27467,2971,599
3288750	14261,6147,14917,5429,21186
9123500	13086,29099,28065,12168,489
10257500	11679,11196,24565,14261,14917
1724000	3329,7995,1838,9946,29099
4902250	22489,4571,10718,7868,14952
10713250	6246,21110,26426,6290,4694
10261750	11080,4949,679,16110,14261
6458500	27791,8637,16396,3740
82250	11679,11196,24565,14261,14917
6258500	24669,2513,9549,934,12068
6904000	27467,9258,5267,16112,25770
393250	24841,16527,29547,11939,4949
2132250	11679,11196,24565,14261,14917
1806750	17458,24565,14261,14917,21838
9720000	24590,26270,14265,2993,10908
4189500	11679,11196,24565,14261,14917
12015000	21838,9258,5267,25770,16112
5899750	25372,16550,7465,11679,12220
8529750	3151,9295,16406,14020,15138
4620000	11679,11196,24565,14261,14917
9163000	14515,7868,11080,18946
887750	23214,2655,4078,24907,15019
6848000	11196,24565,14261,4571,7868
10619000	23669,24196,14917,4268,26523
2078000	24565,14261,4571,7868,11080
2968250	4731,12220,25372,16463,21110
10234000	14025,18575,8689,10329,28653
6874250	12220,21110,19993,12168,2683
1724250	24196,11196,27791,7096,12977
2975500	24196,12220,16406,11176,7868
11613500	15741,25272,2683,5087,7868
6807250	11573,20207,2257,21110,22393
747500	11679,11196,24565,14261,14917
4421250	11679,11196,24565,14261,14917
6272000	3697,15934,13592,679,12055
12388250	22393,24385,9275,28391
5959000	25488,7868,25260,10872,251
11121500	11679,11196,24565,14261,14917
1517000	11679,11196,24565,14261,14917
11158000	28641,15741,25272,2683,7868
9694750	25372,21110,23656,27791,14887
4059500	7957,11176,4949,18575,9549
10393750	21838,23770,5334,7868,7611
3524750	20630,26270,14265,2993,10908
2988000	11946,15065,22482,12606,5598
1338750	7820,7868,22879,28641,23770
1622500	20950,15584,679,23549,12285
3892750	11679,11196,24565,14261,14917
9802000	24565,14261,14917,7868,4571
3363000	15138,18361,12285,11931,3627
7785250	11679,11196,24565,14261,14917
10052000	22280,504,18080,7680,21110
12065000	23669,24196,14917,4268,26523
12142750	3329,7995,1838,9946,29099
8070000	23676,24792,20595,5098,4571
2033500	16110,12352,201,554,3627
11527500	2655,25372,17058,27791,21110
8346250	7868,4571,15534,12285,21490
6061250	7868,11176,1831,4949,679
4025000	24565,14261,14917,7868,4571
2480750	4694,16463,8622,17058,21110
7269250	6951,20578,3101,13883,21110
3304500	5334,7868,11080,18946
9352750	26523,12453,10999,14120,24196
2148250	11679,11196,24565,14261,14917
6754250	2826,24565,14261,14917,13238
10224750	9258,16112,5267,25770,24385
3310750	24669,16944,22179,28631,8689
8033500	2683,12220,29202,16463,21110
364250	11679,11196,24565,14261,14917
8385000	26614,16085,4731,5625,21110
10840750	12394,11563,14120,24385,7105
746000	26894,6290,4694,4691,19974
599750	28369,23549,12285,14020,20297
1449250	11679,11196,24565,14917,15315
4921000	17087,2160,20595,24669,8689
4716750	4731,18213,5591,2683,21110
691500	21838,949,6101,26288,7868
8280500	2826,24565,14261,14917,13238
9103250	22583,18024,24792,4571,12220
11949750	11347,17058,25565,2198,21110
3734250	21110,4694,2217,19339,6290
11494250	27509,9549,29547,11080,18946
6957500	18834,12754,15138,15534,4953
984500	8689,18730,19636,11328,679
8163500	27791,18868,2257,8689,28438
8096750	3590,25407,9829,6918,28641
7269750	11679,11196,24565,14261,14917
8271000	11679,11196,24565,14261,14917
439000	12977,21672,7868,5336
8649250	27019,2826,4019,16540,29203
6003750	27939,9838,2257,7868,5334
10799000	11679,11196,24565,14261,14917
11923000	11679,11196,24565,14261,14917
2733500	11679,11196,24565,14261,14917
6354500	11679,11196,24565,14261,14917
3295250	11679,11196,24565,14261,14917
11894500	25733,13020,11196,16406,15138
11220500	14261,14917,21490,15534,12285
5697750	599,17275,23273,6988
3266750	17458,24565,14261,14917,15315
892500	21067,11670,7868,23829,3627
776750	2963,27950,18692,29084,3228
1767500	11679,11196,24565,14261,14917
6571000	7990,15584,23628,16376,12162
10588000	9548,3151,16406,14020,15138
8160750	11679,11196,24565,14261,14917
10185750	11679,11196,24565,14261,14917
5642000	29099,27625,7868,4949,11176
282500	14573,6148,12055,18689,19974
1459000	4418,19339,2432,28348,6290
5465250	11679,11196,24565,14261,14917
8215250	11196,24986,11000,24929,14261
5987000	11679,11196,24565,14261,14917
6852750	7208,28276,2963,10737,18824
8861500	2826,24565,14261,14917,13238
11972750	12705,8122,1397,17060,15534
5143250	20952,17058,8689,17087,21110
8628250	14515,11080,9829,18946
887500	4300,24565,14261,13238,11080
2428500	4605,12285,26789,26608,17640
11711250	599,23273,2971,6988
2807500	15874,5821,14580,12520,12610
7703750	7868,14261,29265,679
11984750	20207,3627,22393,25086,8689
6921750	28631,9985,28924,29497,13390
5440750	19636,16906,11328,2963,21110
10477000	11679,11196,24565,14261,14917
11503250	504,11080,16873,10194
4215750	9620,24053,15315,4281,4571
11683250	6029,24196,25488,3534,24704
6067750	11679,11196,24565,14261,14917
5994250	14917,27791,7868,21838,7611
7184500	9486,7868,21865
10057000	11679,11196,24565,14261,14917
9651250	9953,7061,6880,26754
236000	18275,17920,6565,414,4605
8848250	28230,13238,25544,3534,21315
2688750	12220,7868,18024,24792,4571
1324500	14780,9486,21838,21672,7868
8508750	11679,11196,24565,14261,14917
3350250	4571,20055,28357,2655,12220
4625750	29095,6094,4571,7070,16663
448250	11679,11196,24565,14261,14917
12204750	11679,11196,24565,14261,14917
6571750	14796,12610,13737,679,14580
1620500	29334,23197,8240,21110,14887
11032250	12283,11259,16979,16906,2963
5999000	11679,11196,24565,14261,14917
4533750	14261,14917,21110,6290,4694
6634500	11679,11196,24565,14261,14917
3149000	21186,5821,14580,12520,12610
5012750	28707,13911,17812,21681,7963
5336750	4571,679,7868,18361,12352
10927500	11679,11196,24565,14261,14917
4922750	11080,10059,22731,14020,25733
4963500	3740,21092,13020,4731,21110
5742000	14294,10157,11080,10014,15874
2557000	12220,7868,18024,24792,4571
2006000	13238,15534,12285,21490,21838
5751500	17458,24565,14261,14917,15315
7405250	29203,28707,21110,13975,25372
8072250	11679,11196,24565,13238,21838
11751000	11679,11196,24565,14261,14917
6523250	24242,14150,14930,14020,11196
3257000	14458,679,10193,7868
6257000	21490,15534,7019,25372,27939
11283500	12352,2655,16463,21110,12220
8060000	23669,24196,14917,4268,26523
3075000	11679,11196,24565,14261,14917
10642000	4949,14020,16527,934,26728
2476250	14261,14917,21110,6290,4694
4004500	17458,24565,14261,15315,21838
10309250	24196,1838,9946,29099,24385
8573000	2513,9549,12068,16110,21110
1641000	11679,11196,14261,14917,15315
848500	12220,4078,9369,16406,24977
9513250	6767,19430,11080,18946
1244250	18697,24565,14261,14917,11080
9906500	11328,12220,28410,16463,21110
7699500	16420,1008,414,23928,11080
7588000	18771,21110,1481,1831,28653
8940500	9210,14020,12674,11080,2655
12331000	7015,6734,5081,1481,1831
11747250	3650,25596,22240,19955
5287000	11679,11196,24565,14261,14917
12154500	4220,10014,14294,17640,7868
5155750	27950,27044,20595,29099,18024
1629250	7868,12220,23656,8311,29099
6299000	24565,14261,4571,7868,11080
2823250	2610,7096,16527,21991
71250	11679,11196,24565,14261,14917
12004000	6290,4019,2826,29203,16540
